speaker,text,time
Guilherme Vieira,"Você coloca um arroba ali no meio da conversa, você consegue chamar ele ou mudar o agente ali, de modo que você pede análises.",3145.708
Marcelo Kuwer,"E daí depois eu penso que a gente poderia ter um dashboard um pouco mais avançado também, onde eu pego métricas gerais, tipo, quantas pessoas foram alcançadas, Qual é o criativo campeão?",3152.368
Marcelo Kuwer,Qual é o custo médio por mensagem?,3164.534
Marcelo Kuwer,"Tipo, pelo período que eu for selecionando, ele já vai criando os gráficos rapidinho, porque daí eu tô numa reunião com o cliente, pô, eu abro isso ali, eu já consigo estar mostrando para o cliente, entendeu?",3167.574
Marcelo Kuwer,Ficar um visual legal de a gente apresentar.,3176.954
Marcelo Kuwer,"E aí, no futuro, validando, a gente consegue, a gente pode criar um agente para gerar uma exportação de resultado por período e por métrica que a gente quiser, com prompt.",3180.014
Marcelo Kuwer,"Ah, eu quero que tu me entregue um...",3189.474
Marcelo Kuwer,"Um PDF personalizado da M&M com esse, esse e esse dado em tal período do cliente.",3191.6
Marcelo Kuwer,"Pronto, ele gera para nós, entendeu?",3196.48
Guilherme Vieira,"É, até o da Singoinox, os orçamentos dele, o PDF é gerado via prompt.",3198.4
Guilherme Vieira,"A gente já tem a estrutura de criar a parte visual, de puxar esses dados e já pedir.",3204.52
Guilherme Vieira,"Então assim, em teoria, depois a gente tem que pensar na prática, o agente de gestão de tráfego, ele já consegue fazer esse relatório sob demanda Bonito.",3212.34
Guilherme Vieira,"Então, por exemplo, se vocês têm um guia de sempre tem que ter esse layout aqui com o nosso logo, com isso, isso e isso.",3222.383
Guilherme Vieira,Esse é o padrão.,3229.043
Marcelo Kuwer,Perfeito.,3230.383
Guilherme Vieira,"E aí a gente só vai lá e cria no artefatos que fala, que é aquela lousinha do lado, e a gente só exporta pra PDF depois.",3231.003
Marcelo Kuwer,Beleza.,3239.463
Guilherme Vieira,Pode ser até mais simples.,3240.063
Guilherme Vieira,"Mas a ideia do dashboard é interessante, sim.",3242.103
Marcelo Kuwer,"Ó, eu tenho uma reunião agora, se tem qualquer coisa que precisar, sobre o que a semana que vem, o que vai ter, qualquer coisa eu te mando amanhã mais informações do que eu preciso para as reuniões da semana que vem.",3245.363
Guilherme Vieira,"Fechou, fechou.",3260.323
Guilherme Vieira,"Qualquer coisa amanhã, amanhã menos 11 horas eu vou estar, dia livre aí.",3261.463
Marcelo Kuwer,"O meu dia amanhã vai estar bem corrido, mas se eu conseguir encaixar ali a gente marca a gente se fala daí.",3266.403
Guilherme Vieira,Fechou.,3271.243
